courseID,shortTitle,deptCode,deptName,minCredit,academicLevel,instructMethod,EC: Clear Concise Writing,EC: Credibility/Persuasiveness,EC Public Presentation,EC: Thought Organization,TM: Punctuality,TM: Effective Task Completion,TM: Deadline Setting,L: Effective Communication,L:  Critical Thinking,L: Decision Making,L: Empathy,L: Strategic Thinking,TC: Effective Communication,TC: Delegation/Support,TC: Commitment,TC: Respect/Accountability,CPS: Clarification,CPS: Ideation,CPS: Solution Development,CPS: Implementation,R: Quantitative Analysis,R: Data Visualization,R: Resource Use,R: Effective Communication,AF: Effective Listening,AF: Emotional Intelligence,AF: Big Picture,AF: See Multiple Perspectives
PEAC-235,PeRsonal Conditioning,HPER,"PE, Health And Wellness",1,UG,LEC,M,M,M,M,M,M,M,M,M,M,M,M,M,R,M,M,M,R,M,M,I,I,I,I,M,M,M,R
PEAC-241,TRiathlon,HPER,"PE, Health And Wellness",1,UG,LEC,R,,,,R,R,R,,,,R,,,,,,R,R,R,R,I,,I,R,R,I,R,R
PEAC-243,Gymnastics Team (Gym-MasteRs),HPER,"PE, Health And Wellness",1,UG,LEC,,R,M,R,R,R,M,R,R,R,R,R,R,R,R,R,R,I,R,R,,,,,R,I,I,I
PEAC-247,Active BRain,HPER,"PE, Health And Wellness",1,UG,LEC,R,,,R,R,R,R,,R,R,R,,,,,,,,,,,,,,,M,R,R
PEAC-254,LifeguaRding,HPER,"PE, Health And Wellness",1,UG,LEC,,R,I,,R,R,M,R,R,M,I,M,R,R,M,R,R,R,R,R,,I,R,M,R,R,R,R
PEAC-257,Pilates,HPER,"PE, Health And Wellness",1,UG,LEC,,,,,I,,,I,I,I,I,I,I,I,I,I,,,I,,,I,I,,R,I,I,I
PEAC-257,Pilates,HPER,"PE, Health And Wellness",1,UG,LEC,,I,,,I,I,I,I,I,R,I,R,I,I,I,R,I,I,I,I,,I,I,I,I,I,I,I
PEAC-261,IntRo to RecReation,HPER,"PE, Health And Wellness",1,UG,LEC,,,,,I,,,I,I,I,I,I,I,I,I,I,,,I,,,I,I,,R,I,I,I
PEAC-265,Topics,HPER,"PE, Health And Wellness",1,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEAC-325,Phys Activity Elem Schools,HPER,"PE, Health And Wellness",1,UG,LEC,I,,R,R,R,R,R,,,R,,,,,,,,,,,,,,,,,,I
PEAC-425,Fit foR HiRe,HPER,"PE, Health And Wellness",1,UG,LEC,R,,,R,M,M,M,,R,R,,,,,,,,,,,,,,,R,R,R,R
PEAC-425L,Fit foR HiRe Lab,HPER,"PE, Health And Wellness",0,UG,ONLN,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEAC-ALD,Physical Activity - LoweR Div,HPER,"PE, Health And Wellness",1,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETH-114,PRoAct-Softball,HPER,"PE, Health And Wellness",1,UG,LEC,I,I,I,I,I,I,I,I,I,I,I,R,R,R,R,R,I,I,I,I,,I,R,I,I,I,I,R
PETH-116,PRoAct - Volleyball,HPER,"PE, Health And Wellness",1,UG,LEC,R,R,I,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,,,,,R,R,R,R
PETH-117,PRoAct - Basketball,HPER,"PE, Health And Wellness",1,UG,LEC,R,,R,R,R,R,R,R,R,R,,R,R,R,R,R,R,R,,R,,,,,,,R,R
PETH-119,PRoAct - SocceR,HPER,"PE, Health And Wellness",1,UG,LEC,R,,R,R,R,R,R,R,R,R,,R,R,R,R,R,R,R,,R,,,,,,,R,R
PETH-210,GRoup Fitness InstRuctoR,HPER,"PE, Health And Wellness",2,UG,LEC,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
PETH-214,PRoAct - Tennis,HPER,"PE, Health And Wellness",1,UG,LEC,I,I,I,I,I,I,I,I,I,I,I,R,R,R,R,R,I,I,I,I,,I,R,I,I,I,I,I
PETH-216,PRoAct- Fitness foR Life,HPER,"PE, Health And Wellness",1,UG,LEC,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
PETH-217,PRoAct-Badminton,HPER,"PE, Health And Wellness",1,UG,LEC,R,R,I,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,,,,,R,R,R,R
PETH-219,PRoAct - Gymnastics,HPER,"PE, Health And Wellness",1,UG,LEC,R,R,I,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,,,,,R,R,R,R
PETH-240,Coaching FoR Success,HPER,"PE, Health And Wellness",2,UG,LEC,R,R,,,M,M,M,M,M,M,M,M,M,M,M,M,R,R,R,R,,R,R,R,M,M,M,M
PETH-255,WateR Safety InstRuctoR,HPER,"PE, Health And Wellness",1,UG,LEC,R,R,M,R,M,R,M,R,M,M,R,M,M,M,M,M,M,R,R,M,I,R,M,M,R,R,R,R
PETH-265,Topics in TheoRy,HPER,"PE, Health And Wellness",1,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETH-270,CeRtified Pool OpeRatoR,HPER,"PE, Health And Wellness",1,UG,LEC,R,R,,,M,M,R,M,M,M,I,M,M,R,R,M,M,M,M,M,M,R,R,M,R,I,R,R
PETH-314,Biomechanics,HPER,"PE, Health And Wellness",3,UG,LEC,,,R,M,M,M,M,,M,I,I,R,R,R,R,I,M,M,M,M,I,M,R,R,R,R,R,I
PETH-315,Physiology of ExeRcise,HPER,"PE, Health And Wellness",4,UG,LEC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
PETH-315L,ExeRcise Phys Lab,HPER,"PE, Health And Wellness",0,UG,LAB,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
PETH-326,PeRsonal TRaineR,HPER,"PE, Health And Wellness",3,UG,LEC,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
PETH-354,LifeguaRd InstRuctoR,HPER,"PE, Health And Wellness",1,UG,LEC,R,R,M,R,M,R,M,R,M,M,R,M,M,M,M,M,M,R,R,M,I,R,M,M,R,R,R,R
PETH-363,Test & MeasuRe Hlth/PE,HPER,"PE, Health And Wellness",3,UG,LEC,R,M,I,M,R,M,R,M,M,M,I,M,M,M,M,M,M,M,M,M,M,M,M,M,M,R,R,R
PETH-364,Adm Hlth/PE/Rec TheRapy,HPER,"PE, Health And Wellness",3,UG,LEC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,I,M,M,R,M,M,M,M
PETH-375,MotoR LeaRning & Dev,HPER,"PE, Health And Wellness",3,UG,LEC,R,,,R,M,M,M,,R,R,,,,R,I,R,,,,,R,R,R,,,,,R
PETH-437,Adapt PE & TheRapeutic Rec,HPER,"PE, Health And Wellness",2,UG,LEC,R,,,R,R,M,M,,R,R,R,,,R,I,R,M,M,M,M,,,R,,R,M,R,R
PETH-441,Sec Phys Educ Meth,HPER,"PE, Health And Wellness",2,UG,LEC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,R,M,M
PETH-463,Elem School PE Methods,HPER,"PE, Health And Wellness",2,UG,LEC,M,,M,R,M,M,M,,R,R,R,,,,,,M,M,M,M,,,,,R,R,R,R
PETH-465,Topics in TheoRy,HPER,"PE, Health And Wellness",0,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETH-474,Psyc & Sociology of SpoRts,HPER,"PE, Health And Wellness",2,UG,LEC,M,M,M,M,M,M,M,M,M,M,M,M,M,R,R,M,R,R,M,M,I,M,M,M,M,M,M,M
PETH-495,DiRected Study,HPER,"PE, Health And Wellness",1,UG,LEC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
PETH-497,IntRo Appl ExeRcise Sci RsRch,HPER,"PE, Health And Wellness",1,UG,LEC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
RECR-210,GRoup Fitness InstRuctoR,HPER,"PE, Health And Wellness",2,UG,LEC,I,I,I,I,I,I,I,R,R,R,I,R,R,I,I,I,I,I,R,R,,R,R,R,R,I,I,I
RECR-210,GRoup Fitness InstRuctoR,HPER,"PE, Health And Wellness",2,UG,LEC,R,R,M,R,M,R,M,R,M,M,R,M,M,M,M,M,M,R,R,M,I,R,M,M,R,R,R,R
RECR-210,GRoup Fitness InstRuctoR,HPER,"PE, Health And Wellness",2,UG,LEC,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
RECR-254,LifeguaRding,HPER,"PE, Health And Wellness",1,UG,LEC,,R,I,,R,R,M,R,R,M,I,M,R,R,M,R,R,R,R,R,,I,R,M,R,R,R,R
RECR-268,Offi SpoRt Analysis I,HPER,"PE, Health And Wellness",2,UG,LEC,,R,R,,R,M,,R,M,M,I,,R,I,R,R,R,,I,I,,R,R,,I,,R,R
RECR-269,Officiating SpoRts Analy I,HPER,"PE, Health And Wellness",2,UG,LEC,,R,R,,R,M,,R,M,M,I,,R,I,R,R,R,,I,I,,R,R,,I,,R,R
RECR-326,PeRsonal TRaineR,HPER,"PE, Health And Wellness",3,UG,LEC,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
RECR-491,RecReation PRacticum,HPER,"PE, Health And Wellness",1,UG,LEC,M,M,M,M,M,M,M,M,M,M,R,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
VGCA-101,PC:Veg Dish/EntRee I,HPER,"PE, Health And Wellness",1,UG,LEC,,,,I,I,I,I,,,I,,I,I,,I,I,,,I,I,,,,,I,,,
VGCA-103,IntRo CulinaRy Fundamentals,HPER,"PE, Health And Wellness",2,UG,LEC,I,I,,I,I,I,I,,I,I,,I,,I,I,I,I,,I,I,,,,,I,,I,
VGCA-109,PC:Soup/Sandwich/Salad,HPER,"PE, Health And Wellness",1,UG,LEC,,,,I,R,I,I,,,I,,I,I,,I,I,I,,I,I,,,,,I,,,
VGCA-113,PC:DesseRts,HPER,"PE, Health And Wellness",1,UG,LEC,,,,I,R,R,R,,,R,,R,,,I,I,I,,R,R,,,,,I,,,
VGCA-117,PC:Veg/GRains/Side I,HPER,"PE, Health And Wellness",1,UG,LEC,,,,I,R,R,R,,,I,,R,I,,I,I,I,,R,R,,,,,R,,,
VGCA-121,PC:FResh & Raw I,HPER,"PE, Health And Wellness",1,UG,LEC,,,,I,R,R,R,,,R,I,,,,R,R,,I,,,,,,,,,,
VGCA-125,Int'l Ethnic Cuis:AmeRicas,HPER,"PE, Health And Wellness",1,UG,LEC,R,,I,R,R,R,R,I,,R,I,R,R,R,R,R,,,M,M,,,,,R,,,
VGCA-135,PC:Baking,HPER,"PE, Health And Wellness",1,UG,LEC,,,,R,R,R,R,,,R,,R,I,,R,R,I,,M,M,,,,,R,,,
VGCA-136,PC:Advanced Baking,HPER,"PE, Health And Wellness",1,UG,LEC,,,,M,M,M,M,,,M,,R,R,,R,M,R,,M,M,,,,,R,,,
VGCA-140,PC:BeveRages I,HPER,"PE, Health And Wellness",1,UG,LEC,R,,,I,I,I,I,,,,,,R,,I,R,,,R,R,,,,,I,,,
VGCA-142,PC:Fish & PoultRy,HPER,"PE, Health And Wellness",1,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VGCA-144,PC:Beef,HPER,"PE, Health And Wellness",1,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VGCA-146,PC:AppetizeRs I,HPER,"PE, Health And Wellness",1,UG,LEC,R,,R,R,R,R,R,,,R,,,R,,I,R,,,R,R,,,,,I,,,
VGCA-151,Food Safety & Sanitation,HPER,"PE, Health And Wellness",2,UG,LEC,,,,,I,,R,,R,M,R,M,I,,R,I,I,,R,R,,,R,I,R,,I,
VGCA-173,IntRo Menu Dev & OpeR PRoc,HPER,"PE, Health And Wellness",3,UG,LEC,R,R,R,R,M,,R,I,R,R,R,M,R,R,R,R,R,R,M,M,,,,,R,,R,I
VGCA-175,CulinaRy SupeRv/Mgmt,HPER,"PE, Health And Wellness",2,UG,LEC,R,R,R,R,M,R,R,I,M,M,R,M,,,,R,R,R,M,M,,,,,R,I,M,R
VGCA-181,IntRo MRkg CulinaRy PRof,HPER,"PE, Health And Wellness",1,UG,LEC,M,M,R,M,M,R,M,,R,R,,M,I,,R,M,,R,R,R,,,,,M,,,
VGCA-190,Hlth Benefts VegetaRian Diets,HPER,"PE, Health And Wellness",1,UG,LEC,R,R,R,R,I,I,R,I,R,,,R,,,I,I,R,,R,R,,,R,R,I,,,
VGCA-202,PC:Main Dish/EntRee I,HPER,"PE, Health And Wellness",1,UG,LEC,M,,,M,M,M,M,,,R,,R,R,,R,R,R,,M,M,,,,,R,,,
VGCA-218,PC:Vegetable/GRain/Sides I,HPER,"PE, Health And Wellness",1,UG,LEC,R,,,M,M,M,M,,,R,,R,R,,R,R,,,R,R,,,,,R,,,
VGCA-226,PC:Int'l Ethnic Cuisines:EuRo,HPER,"PE, Health And Wellness",1,UG,LEC,R,,R,M,M,M,M,M,,R,R,M,M,R,R,M,R,R,M,M,,,R,,M,,,R
VGCA-235,PC:PastRy & Pies,HPER,"PE, Health And Wellness",1,UG,LEC,,,,M,M,M,M,,,M,,R,R,,M,M,R,,M,M,,,,,R,,,
VGCA-237,PC:Cake PRod & PResentation,HPER,"PE, Health And Wellness",1,UG,LEC,,,,R,M,M,M,,,R,,R,R,,R,M,,,R,R,,,,,R,,,
VGCA-265,Topics,HPER,"PE, Health And Wellness",1,UG,LEC,R,,,R,M,M,M,,M,R,,,,,,R,,,R,R,,,R,R,,,,
VGCA-269,Cooking foR Special Diets,HPER,"PE, Health And Wellness",1,UG,LEC,M,R,R,R,M,M,M,R,M,M,M,R,R,R,R,M,M,M,M,M,,,R,,M,,M,R
VGCA-293,Veg Cul ARts IntRn,HPER,"PE, Health And Wellness",1,UG,INT,,,,R,M,M,M,R,R,M,,R,M,,M,M,M,,M,M,,,,,M,,M,R
VGCA-295,DiRected Study,HPER,"PE, Health And Wellness",1,UG,LEC,R,,,R,M,M,M,,R,R,,R,,,,,,,R,R,,,R,,,,,
